Date,Sales,Price,Quantity,Store,Region,Discount
21-07-2025,1069,68,10,Ajio,East,15%
21-07-2025,2213,64,37,Ajio,North,5%
21-07-2025,622,38,36,Ajio,North,15%
21-07-2025,883,32,28,Ajio,North,15%
21-07-2025,1067,25,21,Ajio,North,10%
21-07-2025,759,31,45,Ajio,South,20%
21-07-2025,2372,34,20,Amazon,East,10%
21-07-2025,1206,10,39,Flipkart,North,15%
21-07-2025,594,64,35,Flipkart,North,10%
21-07-2025,489,107,28,Flipkart,North,20%
21-07-2025,1351,39,57,Flipkart,South,10%
21-07-2025,1942,104,38,Flipkart,South,15%
21-07-2025,1434,111,26,Flipkart,South,20%
21-07-2025,2218,42,30,Flipkart,South,15%
21-07-2025,2233,12,29,Flipkart,West,10%
21-07-2025,759,92,18,Myntra,East,10%
21-07-2025,2153,45,24,Myntra,North,10%
21-07-2025,429,98,21,Myntra,South,20%
21-07-2025,1504,67,19,Myntra,South,15%
21-07-2025,843,51,26,Myntra,South,15%
21-07-2025,1687,16,29,Myntra,West,20%
22-07-2025,1653,31,8,Ajio,East,20%
22-07-2025,1800,62,8,Ajio,East,20%
22-07-2025,1848,93,49,Ajio,North,15%
22-07-2025,988,71,12,Ajio,South,15%
22-07-2025,1741,27,36,Ajio,West,20%
22-07-2025,1054,46,33,Amazon,East,20%
22-07-2025,1706,95,21,Amazon,North,20%
22-07-2025,1023,106,38,Amazon,South,20%
22-07-2025,2050,30,24,Amazon,West,20%
22-07-2025,1480,84,35,Amazon,West,15%
22-07-2025,1450,42,26,Flipkart,North,15%
22-07-2025,509,109,12,Flipkart,North,15%
22-07-2025,1256,45,54,Flipkart,South,10%
22-07-2025,1609,94,41,Flipkart,South,10%
22-07-2025,2175,98,37,Flipkart,South,20%
22-07-2025,489,32,44,Flipkart,West,15%
22-07-2025,817,115,11,Flipkart,West,10%
22-07-2025,712,40,48,Flipkart,West,20%
22-07-2025,1177,113,8,Myntra,East,10%
22-07-2025,1425,70,8,Myntra,East,20%
22-07-2025,1231,49,54,Myntra,North,10%
22-07-2025,1540,112,44,Myntra,North,10%
22-07-2025,2188,89,47,Myntra,South,10%
22-07-2025,1754,113,54,Myntra,West,15%
22-07-2025,648,88,46,Myntra,West,10%
22-07-2025,1216,59,24,Myntra,West,10%
23-07-2025,1551,76,9,Ajio,East,5%
23-07-2025,1391,58,47,Ajio,North,15%
23-07-2025,2319,72,9,Ajio,North,20%
23-07-2025,673,109,12,Ajio,South,20%
23-07-2025,1941,77,51,Amazon,East,15%
23-07-2025,766,70,46,Amazon,East,15%
23-07-2025,1168,89,37,Amazon,North,5%
23-07-2025,634,29,39,Amazon,South,15%
23-07-2025,2099,11,20,Amazon,South,5%
23-07-2025,1136,16,56,Flipkart,East,20%
23-07-2025,1703,79,57,Flipkart,North,20%
23-07-2025,1327,97,33,Flipkart,South,5%
23-07-2025,471,87,48,Flipkart,West,10%
24-07-2025,1498,94,15,Ajio,East,5%
24-07-2025,1136,79,28,Ajio,North,20%
24-07-2025,1306,79,35,Ajio,North,15%
24-07-2025,1515,89,36,Ajio,North,10%
24-07-2025,778,74,56,Ajio,South,10%
24-07-2025,1737,39,57,Amazon,East,15%
24-07-2025,2312,78,19,Amazon,North,20%
24-07-2025,752,61,43,Amazon,South,5%
24-07-2025,1056,45,50,Amazon,South,20%
24-07-2025,1528,44,48,Amazon,South,5%
24-07-2025,1410,77,56,Flipkart,North,10%
24-07-2025,541,114,50,Flipkart,West,5%
24-07-2025,1927,18,31,Flipkart,West,5%
24-07-2025,975,56,36,Myntra,East,20%
24-07-2025,874,66,45,Myntra,South,5%
24-07-2025,2308,32,30,Myntra,West,15%
25-07-2025,598,66,12,Ajio,East,5%
25-07-2025,1757,80,10,Ajio,East,15%
25-07-2025,1703,62,34,Ajio,South,10%
25-07-2025,800,84,10,Amazon,East,10%
25-07-2025,1584,64,26,Amazon,South,15%
25-07-2025,594,76,38,Amazon,West,10%
25-07-2025,477,43,43,Flipkart,East,5%
25-07-2025,1069,64,56,Flipkart,East,20%
25-07-2025,1005,23,14,Flipkart,West,10%
25-07-2025,2308,16,33,Flipkart,West,20%
25-07-2025,1113,72,20,Flipkart,West,15%
25-07-2025,1725,112,57,Myntra,East,5%
25-07-2025,2372,93,41,Myntra,East,15%
25-07-2025,1471,78,17,Myntra,North,10%
25-07-2025,841,52,51,Myntra,South,20%
26-07-2025,956,114,39,Ajio,East,20%
26-07-2025,875,95,57,Ajio,East,15%
26-07-2025,1568,62,10,Ajio,North,10%
26-07-2025,1967,23,20,Ajio,North,15%
26-07-2025,2262,117,11,Ajio,South,20%
26-07-2025,1739,117,11,Amazon,East,20%
26-07-2025,1034,25,54,Amazon,East,10%
26-07-2025,530,61,19,Amazon,East,20%
26-07-2025,768,14,19,Amazon,North,15%
26-07-2025,630,95,20,Amazon,North,20%
26-07-2025,1423,21,36,Amazon,North,15%
26-07-2025,566,35,23,Amazon,South,5%
26-07-2025,1721,72,11,Amazon,South,15%
26-07-2025,520,42,24,Amazon,South,5%
26-07-2025,1101,63,16,Amazon,West,10%
26-07-2025,1474,78,36,Flipkart,North,10%
26-07-2025,1644,70,26,Flipkart,North,5%
26-07-2025,1487,32,43,Flipkart,South,10%
26-07-2025,890,56,15,Flipkart,South,15%
26-07-2025,1694,104,20,Myntra,North,20%
26-07-2025,619,23,39,Myntra,North,10%
26-07-2025,2103,12,45,Myntra,South,10%
26-07-2025,1347,98,13,Myntra,West,10%
26-07-2025,433,110,13,Myntra,West,20%
26-07-2025,1752,55,37,Myntra,West,10%
26-07-2025,1724,33,34,Myntra,West,5%
27-07-2025,2034,50,22,Ajio,East,15%
27-07-2025,858,79,21,Ajio,East,5%
27-07-2025,548,90,11,Ajio,North,15%
27-07-2025,1575,68,40,Ajio,North,5%
27-07-2025,1502,63,32,Ajio,South,5%
27-07-2025,1336,34,25,Ajio,West,10%
27-07-2025,1978,79,53,Amazon,South,15%
27-07-2025,2109,84,43,Amazon,South,15%
27-07-2025,1597,39,21,Flipkart,East,5%
27-07-2025,616,70,19,Flipkart,North,5%
27-07-2025,628,73,17,Flipkart,South,5%
27-07-2025,2109,76,48,Flipkart,South,10%
27-07-2025,675,41,14,Myntra,South,10%
27-07-2025,2252,78,23,Myntra,West,10%
28-07-2025,631,80,8,Ajio,East,5%
28-07-2025,1055,91,23,Ajio,North,5%
28-07-2025,693,88,21,Ajio,South,20%
28-07-2025,1536,81,54,Ajio,West,20%
28-07-2025,687,22,42,Amazon,East,15%
28-07-2025,775,8,23,Amazon,North,5%
28-07-2025,1481,85,24,Amazon,North,10%
28-07-2025,1234,10,21,Amazon,South,15%
28-07-2025,1597,88,42,Amazon,South,10%
28-07-2025,893,55,54,Amazon,South,10%
28-07-2025,535,25,19,Amazon,West,20%
28-07-2025,1794,108,26,Flipkart,East,15%
28-07-2025,1051,22,33,Flipkart,East,10%
28-07-2025,1687,90,46,Flipkart,West,10%
28-07-2025,882,43,55,Myntra,South,20%
29-07-2025,825,61,47,Ajio,East,10%
29-07-2025,941,32,22,Ajio,North,20%
29-07-2025,1913,32,51,Ajio,South,5%
29-07-2025,1303,43,33,Ajio,West,15%
29-07-2025,1970,110,11,Ajio,West,15%
29-07-2025,890,41,34,Amazon,East,5%
29-07-2025,1264,78,57,Amazon,East,20%
29-07-2025,491,67,11,Amazon,East,10%
29-07-2025,859,110,50,Amazon,South,5%
29-07-2025,1616,11,9,Amazon,South,5%
29-07-2025,1578,44,33,Flipkart,East,10%
29-07-2025,1635,105,36,Flipkart,North,10%
29-07-2025,914,25,52,Flipkart,North,20%
29-07-2025,841,111,28,Flipkart,North,10%
29-07-2025,1019,58,16,Flipkart,West,15%
29-07-2025,1154,32,29,Flipkart,West,5%
29-07-2025,940,43,49,Flipkart,West,20%
29-07-2025,1361,36,46,Myntra,East,15%
29-07-2025,910,112,25,Myntra,North,15%
29-07-2025,1986,77,50,Myntra,North,10%
29-07-2025,2298,108,9,Myntra,West,5%
30-07-2025,1459,94,47,Ajio,South,5%
30-07-2025,1403,98,20,Amazon,North,5%
30-07-2025,2048,33,48,Amazon,South,10%
30-07-2025,975,93,28,Flipkart,East,20%
30-07-2025,1851,10,45,Flipkart,East,5%
30-07-2025,637,97,49,Flipkart,East,10%
30-07-2025,821,31,52,Flipkart,North,10%
30-07-2025,1142,34,47,Flipkart,North,5%
30-07-2025,1465,10,9,Flipkart,North,10%
30-07-2025,1077,44,39,Flipkart,South,5%
30-07-2025,982,26,24,Flipkart,West,15%
30-07-2025,1756,20,23,Flipkart,West,5%
30-07-2025,2256,72,45,Myntra,East,15%
30-07-2025,547,33,31,Myntra,East,10%
30-07-2025,2174,47,27,Myntra,East,5%
30-07-2025,1958,114,52,Myntra,North,15%
30-07-2025,1540,65,11,Myntra,South,20%
30-07-2025,1388,23,47,Myntra,West,10%
31-07-2025,1839,105,21,Ajio,East,10%
31-07-2025,1515,24,22,Ajio,North,20%
31-07-2025,2189,79,34,Ajio,West,5%
31-07-2025,1997,76,43,Amazon,East,5%
31-07-2025,2014,74,11,Amazon,North,5%
31-07-2025,1959,38,19,Amazon,North,10%
31-07-2025,876,99,55,Amazon,South,10%
31-07-2025,1190,63,23,Amazon,South,20%
31-07-2025,2190,86,34,Amazon,South,15%
31-07-2025,771,68,46,Amazon,West,5%
31-07-2025,570,14,30,Flipkart,East,15%
31-07-2025,1164,23,48,Flipkart,North,5%
31-07-2025,1904,43,15,Flipkart,South,20%
31-07-2025,640,27,56,Flipkart,West,15%
31-07-2025,887,116,38,Flipkart,West,20%
31-07-2025,1474,26,33,Myntra,East,20%
31-07-2025,1941,33,39,Myntra,North,5%
31-07-2025,502,32,37,Myntra,South,15%
31-07-2025,1355,94,39,Myntra,West,5%
31-07-2025,1935,65,9,Myntra,West,20%
01-08-2025,1721,48,42,Ajio,East,5%
01-08-2025,1966,59,15,Ajio,East,15%
01-08-2025,1845,57,9,Ajio,East,15%
01-08-2025,848,116,8,Ajio,West,5%
01-08-2025,1505,111,50,Ajio,West,15%
01-08-2025,1632,67,18,Ajio,West,10%
01-08-2025,725,28,15,Amazon,East,5%
01-08-2025,1582,69,12,Amazon,North,20%
01-08-2025,1231,98,43,Amazon,South,15%
01-08-2025,989,56,38,Amazon,West,20%
01-08-2025,2045,113,27,Flipkart,North,15%
01-08-2025,1364,112,47,Flipkart,South,15%
01-08-2025,2264,95,38,Flipkart,South,20%
01-08-2025,975,53,53,Flipkart,West,10%
01-08-2025,1555,72,48,Myntra,North,20%
01-08-2025,1244,16,13,Myntra,South,5%
01-08-2025,708,79,34,Myntra,West,5%
01-08-2025,2364,36,56,Myntra,West,10%
02-08-2025,729,94,44,Ajio,East,20%
02-08-2025,2055,112,51,Ajio,East,20%
02-08-2025,2352,12,13,Ajio,East,5%
02-08-2025,2078,79,31,Ajio,East,10%
02-08-2025,2171,37,43,Ajio,North,20%
02-08-2025,1861,21,46,Ajio,North,20%
02-08-2025,1194,30,8,Ajio,South,15%
02-08-2025,1345,70,11,Ajio,South,5%
02-08-2025,1627,64,50,Ajio,West,10%
02-08-2025,615,56,22,Amazon,East,5%
02-08-2025,2331,12,55,Amazon,East,5%
02-08-2025,780,8,22,Amazon,East,5%
02-08-2025,2193,54,24,Amazon,North,10%
02-08-2025,458,81,57,Amazon,South,20%
02-08-2025,866,90,38,Amazon,South,15%
02-08-2025,1947,35,19,Amazon,South,10%
02-08-2025,872,36,54,Amazon,West,15%
02-08-2025,1560,11,25,Amazon,West,10%
02-08-2025,1042,60,44,Amazon,West,5%
02-08-2025,1315,45,20,Amazon,West,5%
02-08-2025,1210,90,52,Flipkart,East,15%
02-08-2025,1133,74,19,Flipkart,East,15%
02-08-2025,1053,44,52,Flipkart,East,5%
02-08-2025,1100,14,24,Flipkart,North,20%
02-08-2025,662,113,26,Flipkart,North,15%
02-08-2025,1902,108,46,Flipkart,South,15%
02-08-2025,489,68,38,Myntra,East,10%
02-08-2025,941,97,35,Myntra,North,20%
02-08-2025,2111,31,18,Myntra,South,20%
02-08-2025,612,73,37,Myntra,West,20%
03-08-2025,1148,114,18,Ajio,West,20%
03-08-2025,1720,99,18,Amazon,East,10%
03-08-2025,1136,28,33,Amazon,East,5%
03-08-2025,1485,87,42,Amazon,South,5%
03-08-2025,840,68,40,Amazon,South,15%
03-08-2025,1611,9,45,Amazon,West,10%
03-08-2025,1246,19,18,Amazon,West,5%
03-08-2025,1842,61,36,Flipkart,East,15%
03-08-2025,1406,10,28,Flipkart,North,20%
03-08-2025,2056,100,48,Flipkart,South,5%
03-08-2025,1454,26,49,Flipkart,South,5%
03-08-2025,1433,18,31,Flipkart,West,10%
03-08-2025,1819,9,34,Flipkart,West,10%
03-08-2025,912,79,35,Myntra,East,10%
03-08-2025,549,36,32,Myntra,South,10%
03-08-2025,494,98,38,Myntra,West,20%
04-08-2025,1575,68,24,Ajio,East,20%
04-08-2025,2366,40,46,Ajio,North,15%
04-08-2025,1758,62,37,Ajio,North,20%
04-08-2025,1192,46,37,Ajio,North,10%
04-08-2025,1754,36,26,Ajio,South,15%
04-08-2025,1191,14,43,Ajio,West,20%
04-08-2025,512,66,52,Ajio,West,20%
04-08-2025,1171,38,27,Ajio,West,10%
04-08-2025,1001,57,55,Amazon,East,5%
04-08-2025,1880,65,32,Amazon,North,20%
04-08-2025,1687,36,23,Amazon,South,20%
04-08-2025,895,72,15,Amazon,West,5%
04-08-2025,1774,110,57,Amazon,West,10%
04-08-2025,1571,43,57,Flipkart,North,15%
04-08-2025,554,113,42,Flipkart,South,20%
04-08-2025,1920,60,19,Flipkart,West,10%
04-08-2025,822,22,34,Myntra,East,15%
04-08-2025,648,72,50,Myntra,North,5%
04-08-2025,2020,91,46,Myntra,South,15%
05-08-2025,1653,87,37,Ajio,East,15%
05-08-2025,773,44,37,Ajio,North,20%
05-08-2025,1616,51,55,Ajio,South,5%
05-08-2025,1667,84,36,Ajio,South,5%
05-08-2025,931,97,43,Ajio,West,15%
05-08-2025,1649,13,26,Amazon,East,15%
05-08-2025,1703,41,46,Amazon,East,10%
05-08-2025,988,53,42,Amazon,North,10%
05-08-2025,2293,66,34,Amazon,South,15%
05-08-2025,620,77,51,Amazon,South,20%
05-08-2025,2031,65,26,Amazon,South,20%
05-08-2025,1287,74,56,Amazon,South,10%
05-08-2025,2195,116,22,Amazon,South,20%
05-08-2025,775,109,30,Amazon,West,5%
05-08-2025,1593,33,53,Flipkart,South,10%
05-08-2025,2120,28,21,Flipkart,South,20%
05-08-2025,1216,109,48,Flipkart,West,10%
05-08-2025,2367,106,29,Flipkart,West,20%
05-08-2025,1293,75,39,Flipkart,West,10%
05-08-2025,2310,73,8,Myntra,East,5%
05-08-2025,2140,51,57,Myntra,East,15%
05-08-2025,697,42,22,Myntra,East,5%
05-08-2025,2272,71,22,Myntra,North,20%
06-08-2025,1031,62,8,Ajio,East,15%
06-08-2025,2060,30,17,Ajio,East,5%
06-08-2025,901,35,9,Ajio,East,20%
06-08-2025,2140,92,52,Ajio,North,5%
06-08-2025,2252,34,16,Ajio,South,5%
06-08-2025,1661,40,23,Ajio,South,15%
06-08-2025,942,24,34,Ajio,West,5%
06-08-2025,1436,65,43,Ajio,West,10%
06-08-2025,2364,40,34,Amazon,East,5%
06-08-2025,621,65,48,Amazon,East,15%
06-08-2025,2013,36,17,Amazon,North,10%
06-08-2025,556,111,25,Amazon,South,5%
06-08-2025,1421,97,17,Amazon,South,10%
06-08-2025,504,88,22,Amazon,South,20%
06-08-2025,931,97,47,Amazon,West,15%
06-08-2025,1661,82,48,Flipkart,East,20%
06-08-2025,1991,10,18,Flipkart,South,5%
06-08-2025,688,82,52,Flipkart,South,10%
06-08-2025,1685,54,28,Flipkart,West,20%
06-08-2025,1938,98,52,Flipkart,West,5%
06-08-2025,2065,101,19,Myntra,East,20%
06-08-2025,1804,68,20,Myntra,North,20%
06-08-2025,2335,81,31,Myntra,South,10%
06-08-2025,2184,19,55,Myntra,West,15%
06-08-2025,1397,80,40,Myntra,West,20%
07-08-2025,2032,40,38,Ajio,North,10%
07-08-2025,607,24,19,Ajio,South,10%
07-08-2025,537,90,31,Ajio,South,20%
07-08-2025,1073,49,48,Ajio,South,15%
07-08-2025,1557,88,23,Ajio,West,5%
07-08-2025,1650,56,55,Amazon,East,20%
07-08-2025,1856,39,51,Amazon,North,15%
07-08-2025,1213,112,15,Amazon,South,10%
07-08-2025,836,70,36,Flipkart,East,10%
07-08-2025,1972,99,23,Flipkart,North,5%
07-08-2025,1132,90,28,Flipkart,North,20%
07-08-2025,672,64,24,Flipkart,North,10%
07-08-2025,804,108,14,Flipkart,North,5%
07-08-2025,892,22,17,Flipkart,North,10%
07-08-2025,1204,60,23,Flipkart,West,15%
07-08-2025,1243,97,15,Flipkart,West,20%
07-08-2025,1084,109,27,Myntra,South,10%
07-08-2025,1438,73,29,Myntra,South,5%
07-08-2025,2128,83,14,Myntra,West,10%
07-08-2025,1926,47,20,Myntra,West,20%
07-08-2025,832,29,55,Myntra,West,15%
07-08-2025,2061,67,38,Myntra,West,20%
08-08-2025,1417,109,16,Ajio,East,15%
08-08-2025,1508,54,56,Ajio,North,10%
08-08-2025,1664,36,44,Ajio,North,10%
08-08-2025,1063,12,39,Ajio,North,5%
08-08-2025,588,103,13,Ajio,South,15%
08-08-2025,690,14,51,Ajio,South,15%
08-08-2025,1947,107,51,Ajio,West,10%
08-08-2025,2375,117,56,Amazon,East,5%
08-08-2025,772,48,19,Amazon,North,5%
08-08-2025,1624,54,19,Amazon,South,10%
08-08-2025,1471,23,46,Amazon,South,10%
08-08-2025,635,96,33,Amazon,West,10%
08-08-2025,2283,95,56,Amazon,West,10%
08-08-2025,1776,102,15,Flipkart,East,15%
08-08-2025,1568,15,44,Flipkart,East,20%
08-08-2025,1445,94,55,Flipkart,East,10%
08-08-2025,2055,106,41,Flipkart,East,10%
08-08-2025,1387,54,29,Flipkart,North,5%
08-08-2025,1219,40,13,Flipkart,West,20%
08-08-2025,2208,19,44,Myntra,East,10%
08-08-2025,1114,37,39,Myntra,East,10%
08-08-2025,2337,64,12,Myntra,North,15%
08-08-2025,1425,71,13,Myntra,South,15%
08-08-2025,1997,17,11,Myntra,South,5%
09-08-2025,1828,49,14,Ajio,East,15%
09-08-2025,2260,94,12,Ajio,South,20%
09-08-2025,815,109,34,Ajio,West,5%
09-08-2025,1291,14,45,Amazon,North,20%
09-08-2025,1448,40,56,Amazon,South,15%
09-08-2025,1610,69,43,Amazon,South,20%
09-08-2025,1003,106,27,Amazon,South,20%
09-08-2025,1078,17,16,Amazon,South,20%
09-08-2025,712,82,30,Amazon,South,15%
09-08-2025,794,101,9,Amazon,West,10%
09-08-2025,1867,22,36,Amazon,West,10%
09-08-2025,2193,108,50,Amazon,West,20%
09-08-2025,850,31,54,Flipkart,East,15%
09-08-2025,2164,92,47,Myntra,East,10%
09-08-2025,795,97,47,Myntra,North,15%
09-08-2025,2073,112,12,Myntra,North,5%
09-08-2025,1881,43,9,Myntra,South,10%
09-08-2025,1394,43,39,Myntra,West,20%
10-08-2025,1656,102,34,Ajio,East,5%
10-08-2025,1612,91,36,Ajio,South,15%
10-08-2025,1152,105,51,Amazon,North,20%
10-08-2025,1607,97,46,Amazon,West,5%
10-08-2025,1836,61,25,Flipkart,West,20%
10-08-2025,2119,69,46,Myntra,North,10%
10-08-2025,1972,37,35,Myntra,South,20%
10-08-2025,1554,60,37,Myntra,West,10%
11-08-2025,2173,10,37,Ajio,South,20%
11-08-2025,2309,35,10,Ajio,South,5%
11-08-2025,929,89,12,Ajio,West,20%
11-08-2025,1007,113,51,Amazon,North,20%
11-08-2025,1495,44,45,Amazon,North,15%
11-08-2025,984,9,45,Amazon,North,10%
11-08-2025,2010,34,12,Amazon,West,15%
11-08-2025,1638,90,38,Flipkart,North,5%
11-08-2025,632,87,49,Flipkart,North,10%
11-08-2025,1279,28,25,Flipkart,North,15%
11-08-2025,1311,70,33,Flipkart,North,20%
11-08-2025,967,61,21,Myntra,South,10%
11-08-2025,1208,100,31,Myntra,South,15%
11-08-2025,1092,65,26,Myntra,West,5%
12-08-2025,1341,15,28,Ajio,North,10%
12-08-2025,490,21,18,Ajio,North,15%
12-08-2025,1427,106,39,Ajio,South,20%
12-08-2025,1304,35,39,Ajio,South,15%
12-08-2025,1058,74,15,Ajio,West,5%
12-08-2025,1678,56,18,Amazon,North,5%
12-08-2025,635,58,56,Amazon,North,15%
12-08-2025,1964,53,34,Amazon,South,15%
12-08-2025,2165,66,14,Amazon,South,15%
12-08-2025,2319,21,34,Amazon,South,5%
12-08-2025,932,104,22,Amazon,South,20%
12-08-2025,1808,69,45,Amazon,West,5%
12-08-2025,568,91,35,Amazon,West,5%
12-08-2025,2052,83,15,Flipkart,East,20%
12-08-2025,418,54,42,Flipkart,North,5%
12-08-2025,1106,113,11,Flipkart,North,5%
12-08-2025,755,11,40,Flipkart,South,15%
12-08-2025,933,115,50,Flipkart,West,10%
12-08-2025,2023,75,37,Myntra,East,5%
12-08-2025,539,59,31,Myntra,East,20%
12-08-2025,672,10,8,Myntra,North,20%
12-08-2025,1425,59,30,Myntra,South,5%
12-08-2025,1206,10,8,Myntra,South,15%
13-08-2025,995,63,10,Ajio,East,10%
13-08-2025,576,43,20,Ajio,East,5%
13-08-2025,1216,112,20,Ajio,South,15%
13-08-2025,1149,49,15,Ajio,West,20%
13-08-2025,673,113,23,Amazon,East,5%
13-08-2025,1398,96,15,Amazon,North,5%
13-08-2025,2218,60,48,Amazon,North,15%
13-08-2025,2182,57,10,Amazon,South,15%
13-08-2025,1952,58,12,Amazon,West,20%
13-08-2025,1411,73,11,Flipkart,East,15%
13-08-2025,1544,51,39,Flipkart,North,20%
13-08-2025,1944,80,34,Flipkart,South,10%
13-08-2025,725,68,52,Flipkart,South,5%
13-08-2025,2009,100,46,Flipkart,West,20%
13-08-2025,2273,113,45,Myntra,East,20%
13-08-2025,431,61,45,Myntra,North,20%
13-08-2025,1613,43,17,Myntra,North,5%
13-08-2025,2356,64,46,Myntra,West,15%
13-08-2025,2320,97,24,Myntra,West,20%
13-08-2025,494,29,48,Myntra,West,15%
13-08-2025,1621,48,55,Myntra,West,10%
14-08-2025,2004,22,39,Ajio,East,5%
14-08-2025,2221,22,27,Ajio,East,5%
14-08-2025,1345,88,39,Ajio,East,15%
14-08-2025,2195,112,26,Ajio,East,20%
14-08-2025,1221,57,41,Ajio,North,5%
14-08-2025,546,108,35,Ajio,North,15%
14-08-2025,1440,82,12,Ajio,North,5%
14-08-2025,1882,63,52,Ajio,South,15%
14-08-2025,2284,110,49,Amazon,East,10%
14-08-2025,1001,58,48,Amazon,East,20%
14-08-2025,1240,97,48,Amazon,North,5%
14-08-2025,1073,95,20,Amazon,South,15%
14-08-2025,924,21,43,Amazon,West,10%
14-08-2025,2090,117,44,Amazon,West,15%
14-08-2025,1327,111,53,Amazon,West,20%
14-08-2025,1207,11,34,Amazon,West,15%
14-08-2025,2303,77,40,Flipkart,North,15%
14-08-2025,2285,78,44,Flipkart,North,15%
14-08-2025,1711,32,44,Flipkart,South,20%
14-08-2025,1010,33,33,Flipkart,South,5%
14-08-2025,827,84,22,Flipkart,West,20%
14-08-2025,492,102,40,Flipkart,West,20%
14-08-2025,591,36,44,Myntra,North,15%
14-08-2025,636,26,30,Myntra,South,20%
14-08-2025,739,106,26,Myntra,South,20%
15-08-2025,1962,82,17,Ajio,East,15%
15-08-2025,566,88,54,Ajio,East,20%
15-08-2025,1856,111,48,Ajio,East,10%
15-08-2025,1392,99,48,Ajio,North,20%
15-08-2025,1907,9,25,Ajio,North,20%
15-08-2025,1416,66,21,Ajio,South,20%
15-08-2025,2181,112,42,Ajio,South,15%
15-08-2025,1801,29,38,Ajio,South,5%
15-08-2025,1465,66,57,Ajio,South,20%
15-08-2025,952,113,22,Ajio,West,10%
15-08-2025,688,49,10,Ajio,West,15%
15-08-2025,838,79,25,Amazon,South,20%
15-08-2025,1120,54,52,Amazon,South,15%
15-08-2025,938,17,24,Amazon,South,10%
15-08-2025,1189,46,30,Amazon,West,10%
15-08-2025,1146,70,18,Amazon,West,10%
15-08-2025,1699,27,42,Amazon,West,5%
15-08-2025,448,93,57,Flipkart,East,15%
15-08-2025,1545,72,53,Flipkart,North,20%
15-08-2025,601,69,28,Flipkart,North,5%
15-08-2025,1483,27,52,Myntra,North,10%
15-08-2025,2372,27,20,Myntra,North,15%
15-08-2025,2374,45,22,Myntra,North,20%
15-08-2025,2098,27,25,Myntra,South,15%
15-08-2025,1289,26,15,Myntra,South,20%
15-08-2025,1048,84,28,Myntra,South,10%
15-08-2025,2209,76,15,Myntra,South,10%
15-08-2025,1609,41,37,Myntra,West,15%
16-08-2025,562,88,52,Ajio,North,5%
16-08-2025,1641,101,48,Ajio,North,15%
16-08-2025,753,102,24,Ajio,South,10%
16-08-2025,579,47,37,Ajio,West,5%
16-08-2025,2316,95,22,Amazon,East,15%
16-08-2025,1423,24,39,Amazon,North,20%
16-08-2025,538,52,23,Amazon,North,5%
16-08-2025,1317,102,47,Amazon,West,20%
16-08-2025,1475,52,9,Flipkart,North,5%
16-08-2025,1842,71,26,Flipkart,North,15%
16-08-2025,2176,76,46,Flipkart,North,5%
16-08-2025,696,51,54,Flipkart,West,10%
16-08-2025,960,93,15,Flipkart,West,20%
16-08-2025,786,16,55,Myntra,East,10%
16-08-2025,609,25,20,Myntra,South,20%
16-08-2025,957,17,22,Myntra,South,15%
16-08-2025,2090,59,22,Myntra,West,5%
16-08-2025,1659,64,20,Myntra,West,10%
16-08-2025,826,63,9,Myntra,West,10%
16-08-2025,552,8,55,Myntra,West,20%
17-08-2025,2327,31,45,Ajio,East,5%
17-08-2025,523,51,37,Ajio,North,20%
17-08-2025,1459,10,44,Ajio,West,5%
17-08-2025,2260,20,15,Ajio,West,15%
17-08-2025,2369,94,23,Ajio,West,5%
17-08-2025,2374,95,23,Amazon,East,10%
17-08-2025,1200,98,40,Amazon,East,15%
17-08-2025,1408,91,29,Amazon,North,15%
17-08-2025,1723,68,35,Amazon,South,5%
17-08-2025,1361,70,48,Amazon,West,15%
17-08-2025,2345,117,28,Amazon,West,5%
17-08-2025,1641,91,13,Flipkart,East,5%
17-08-2025,2014,91,32,Flipkart,South,15%
17-08-2025,1316,100,39,Flipkart,South,10%
17-08-2025,1539,76,31,Flipkart,South,10%
17-08-2025,1665,91,42,Myntra,North,15%
17-08-2025,1487,70,19,Myntra,North,10%
17-08-2025,1982,116,42,Myntra,West,20%
17-08-2025,939,96,37,Myntra,West,20%
18-08-2025,597,69,12,Ajio,East,20%
18-08-2025,1498,103,13,Ajio,East,20%
18-08-2025,1207,71,23,Ajio,North,15%
18-08-2025,1055,111,20,Ajio,South,10%
18-08-2025,581,61,20,Ajio,South,5%
18-08-2025,953,65,16,Ajio,South,5%
18-08-2025,2078,74,44,Amazon,North,5%
18-08-2025,1431,44,31,Amazon,South,20%
18-08-2025,1808,49,35,Amazon,West,20%
18-08-2025,1382,51,30,Amazon,West,5%
18-08-2025,1883,28,24,Amazon,West,10%
18-08-2025,540,29,22,Amazon,West,10%
18-08-2025,500,41,20,Amazon,West,15%
18-08-2025,1607,48,16,Flipkart,East,10%
18-08-2025,1284,88,57,Flipkart,East,15%
18-08-2025,1367,102,16,Flipkart,North,5%
18-08-2025,2230,87,53,Flipkart,North,10%
18-08-2025,975,29,30,Flipkart,South,5%
18-08-2025,2272,91,35,Flipkart,West,15%
18-08-2025,1546,87,12,Flipkart,West,5%
18-08-2025,1109,59,20,Flipkart,West,15%
18-08-2025,719,56,50,Flipkart,West,20%
18-08-2025,2273,43,33,Myntra,East,20%
18-08-2025,1073,76,36,Myntra,East,10%
18-08-2025,1138,79,49,Myntra,East,15%
